File name,Above stego threshold?,Secret message size in bytes (ignore for clean files),Primary Sets,Chi Square,Sample Pairs,RS analysis,Fusion (mean)
imagem_esteganografada.png,false,358,0.006690109,3.936005446593956E-4,9.802835081318296E-5,0.006703501,0.00347131
lena_original.bmp,false,253,0.030624823706726454,1.6401544289764978E-4,0.023064383109207016,0.031434977,0.021322049908949352
